white_FMB,ganser_FMB_04,white_JAS,ganser_JAS_04,ganser_JAS_07,ganser_JAS_sphere,stokes_JAS,ganser_LW_04
0.01067553,0.010465895,0.01055975895409972,0.0075066362466237714,0.009263825321526897,0.010529835401128233,0.01058088615809571,0.007507201893995059
0.01084642,0.010630178999999998,0.010730264206240408,0.0076263013327968416,0.009412266553293792,0.010699535211649368,0.010752233616480495,0.007626875456115615
0.011018648999999998,0.010795652,0.010902119571836635,0.007746868430153457,0.009561850474838698,0.01087057200058702,0.010924957358566127,0.007747451076565383
0.011192212,0.010962305,0.011075324469827999,0.00786833620715624,0.009712575949391315,0.011042945158392097,0.011099057384352616,0.007868927423354773
0.01136711,0.011130141000000001,0.011249878311624686,0.007990703324732723,0.009864441832984194,0.011216654071186024,0.011274533693839961,0.00799130315695733
0.011543343999999999,0.011299153999999999,0.011425780501091807,0.008113968436333704,0.010017446974488512,0.011391698120770389,0.011451386287028159,0.008114576930368092
0.011720912,0.011469344,0.011603030434534357,0.008238130187991678,0.010171590215649947,0.011568076684636597,0.011629615163917218,0.0082387473891621
0.011899814,0.011640703999999998,0.011781627500682785,0.008363187218379389,0.01032687039112466,0.011745789135975536,0.011809220324507123,0.008363813171552966
0.01208005,0.011813236000000001,0.011961571080679348,0.008489138158868538,0.010483286328515433,0.011924327010170276,0.011990201768797885,0.00848977290845161
0.012261619,0.011986935,0.012142860548065022,0.00861598163358855,0.010640836848407862,0.012104690127150727,0.012172559496789505,0.00861662522352508
0.012444516999999999,0.012161797,0.012325495268767136,0.00874371625948543,0.010799520764406744,0.01228638489244045,0.012356293508481976,0.00874436873325544
0.012628746000000001,0.01233782,0.012508984093200268,0.008872353553265459,0.010959352921360223,0.012469429026669905,0.01254142238372591,0.008873014954778314
0.012814309,0.012515003,0.012694289107865995,0.009001866392681822,0.011120300155685488,0.012653785271863468,0.012727909100448461,0.00900253676359451
0.013001198,0.012693341,0.012880936913058302,0.0091322661914622,0.01128237718529071,0.012839471207046522,0.012915772100871867,0.009132945573853841
0.013189417,0.012872831000000001,0.013068926834119117,0.009263551538409031,0.011445582796222365,0.013026486170947099,0.013105011384996134,0.0092642399738889
0.013378965,0.013053472,0.013258258188623261,0.009395721015437118,0.011609915767729474,0.013214829498050137,0.013295626952821247,0.009396418545143271
0.013569843,0.01323526,0.013448930286370338,0.009528773197633053,0.011775374872300598,0.013404500518607785,0.013487618804347219,0.009529479862230983
0.013762046000000002,0.013418194,0.013640942429377254,0.009662706653314665,0.01194195887570091,0.013595498558649713,0.013680986939574044,0.009663422492996
0.013955576,0.013602267,0.013834293911871404,0.009797519944090569,0.012109666537009404,0.013787822939993508,0.013875731358501722,0.009798244998571794
0.014150433,0.013787483,0.014028984020284479,0.009933211624919747,0.012278496608656148,0.013981472980255063,0.014071852061130262,0.00993394593344099
0.014346613999999999,0.01397383,0.014225012033246933,0.010069780244171192,0.01244844783645968,0.014176447992859009,0.01426934904745965,0.01007052384549501
0.014544116000000001,0.01416131,0.014422377221583096,0.010207224343683631,0.012619518959664486,0.014372747287049252,0.014468222317489891,0.010207977276093872
0.014742947,0.014349923999999998,0.014621078848306913,0.010345542458825269,0.012791708710978534,0.014570370167899459,0.014668471871220992,0.010346304760125932
0.014943096999999999,0.014539662,0.014821116168618299,0.010484733118553555,0.01296501581661094,0.014769315936323642,0.014870097708652946,0.010485504826067726
0.01514457,0.014730523,0.01502248842990014,0.010624794845475063,0.013139438996309717,0.01496958388908677,0.015073099829785754,0.010625575996043869
0.015347363999999999,0.014922506,0.01522519487171593,0.010765726155905325,0.01331497696339956,0.01517117331881541,0.015277478234619418,0.010766516785886913
0.015551482,0.015115608999999999,0.015429234725807976,0.010907525559928728,0.01349162842481978,0.015374083514008405,0.015483232923153935,0.010908325705197331
0.015756918,0.015309826,0.01563460721609627,0.011050191561458478,0.013669392081162276,0.015578313759047615,0.01569036389538931,0.011051001257403442
0.015963674,0.015505155,0.01584131155867795,0.011193722658296497,0.013848266626709583,0.015783863334208666,0.015898871151325534,0.011194541939821416
0.016171748,0.015701594,0.016049346961827388,0.011338117342193435,0.014028250749473059,0.01599073151567177,0.01610875469096262,0.011338946243715281
0.016381141000000002,0.015899137,0.01625871262599683,0.011483374098908605,0.01420934313123103,0.01619891757553252,0.01632001451430055,0.011484212654356922
0.016591849,0.016097784,0.016469407743817666,0.011629491408270007,0.014391542447567131,0.016408420781812812,0.01653265062133934,0.01163033965108612
0.016803876000000002,0.016297534,0.016680924581694515,0.011776467744234308,0.014574847367908657,0.016619240398471763,0.016746663012078992,0.011777325707370587
0.017017214,0.016498378,0.0168942605181508,0.011924301574946826,0.014759256555564945,0.016831375685416598,0.016962051686519493,0.011925169290865973
0.017231869,0.016700318000000002,0.01710892307026723,0.012072991362801546,0.014944768667765933,0.017044316678219654,0.017178816644660852,0.012073868863475938
0.017447839,0.016903346,0.01732491139352406,0.012222535564501067,0.015131382355700653,0.0172590684643285,0.017396957886503063,0.01222342288141212
